Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,15.422222137451172,15.744443893432617,15.0,15.744443893432617,9.526704788208008,25322175
2000-01-04,15.866665840148926,16.200000762939453,15.428888320922852,15.829999923706055,9.578474998474121,32068665
2000-01-05,15.916666030883789,16.864444732666016,14.666666030883789,16.13777732849121,9.764704704284668,62196705
2000-01-06,16.466665267944336,17.42888832092285,16.466665267944336,17.42888832092285,10.54593563079834,32472810
2000-01-07,18.497777938842773,18.823333740234375,18.311111450195312,18.823333740234375,11.389691352844238,10404405
2000-01-10,20.247777938842773,20.329999923706055,19.44444465637207,20.329999923706055,12.301349639892578,54891810
2000-01-11,20.044443130493164,21.155555725097656,19.246665954589844,19.63777732849121,11.88249683380127,106926930
2000-01-12,20.11111068725586,20.53333282470703,19.34000015258789,19.741111755371094,11.945024490356445,27736470
2000-01-13,20.0,20.799999237060547,19.355554580688477,19.549999237060547,11.829383850097656,30018285
2000-01-14,19.553333282470703,20.08222198486328,19.182222366333008,19.72333335876465,11.934266090393066,25892145
2000-01-17,20.110000610351562,20.110000610351562,18.14555549621582,18.163333892822266,10.990333557128906,79375635
2000-01-18,17.91111183166504,18.44444465637207,17.688888549804688,18.252222061157227,11.044121742248535,36333945
2000-01-19,18.44444465637207,18.844444274902344,17.799999237060547,18.357776641845703,11.107988357543945,19189800
2000-01-20,18.44444465637207,18.44444465637207,17.304443359375,17.468887329101562,10.570137023925781,21826980
2000-01-21,17.44444465637207,18.79777717590332,17.44444465637207,18.4788875579834,11.181270599365234,54041490
2000-01-24,18.577777862548828,19.066665649414062,17.388887405395508,17.610000610351562,10.655522346496582,69614775
2000-01-25,17.333332061767578,17.333332061767578,16.20111083984375,16.212221145629883,9.8097505569458,55845675
2000-01-26,16.212221145629883,16.212221145629883,16.212221145629883,16.212221145629883,9.8097505569458,0
2000-01-27,16.688888549804688,17.510000228881836,15.11111068725586,17.307777404785156,10.472651481628418,84060675
2000-01-28,17.044443130493164,17.044443130493164,15.923333168029785,15.982221603393555,9.670580863952637,57447135
2000-01-31,15.800000190734863,16.177776336669922,15.222222328186035,15.382222175598145,9.307531356811523,44699445
2000-02-01,15.488887786865234,16.038888931274414,15.355554580688477,15.59000015258789,9.433253288269043,51973560
2000-02-02,16.0,16.282222747802734,15.822221755981445,15.867776870727539,9.60133171081543,27027315
2000-02-03,16.0222225189209,16.133333206176758,15.666666030883789,15.757777214050293,9.534773826599121,16067520
2000-02-04,15.844444274902344,15.99555492401123,15.355554580688477,15.455554962158203,9.35190200805664,19718640
2000-02-07,15.744443893432617,16.692222595214844,15.744443893432617,16.606666564941406,10.048421859741211,43533990
2000-02-08,16.913333892822266,17.733333587646484,16.799999237060547,16.961111068725586,10.26288890838623,43611480
2000-02-09,17.431110382080078,18.31888771057129,17.155555725097656,18.31888771057129,11.084456443786621,30496320
2000-02-10,19.78444480895996,19.78444480895996,19.78444480895996,19.78444480895996,11.971240997314453,914535
2000-02-11,21.36777687072754,21.36777687072754,21.36777687072754,21.36777687072754,12.929290771484375,1949355
2000-02-14,22.18666648864746,23.044443130493164,20.044443130493164,20.72333335876465,12.539345741271973,50505660
2000-02-15,20.55555534362793,22.38111114501953,20.22222137451172,22.366666793823242,13.533699989318848,66075660
2000-02-16,22.8799991607666,23.711111068725586,21.66666603088379,22.15999984741211,13.408649444580078,73780875
2000-02-17,22.200000762939453,23.442222595214844,22.045555114746094,22.891111373901367,13.851036071777344,86617935
2000-02-18,23.0,23.333332061767578,21.059999465942383,21.262222290039062,12.865425109863281,49126365
2000-02-21,22.0,22.399999618530273,21.333332061767578,21.775554656982422,13.176033020019531,43757370
2000-02-22,21.888887405395508,22.196666717529297,20.502222061157227,20.917776107788086,12.657004356384277,48984435
2000-02-23,21.133333206176758,22.200000762939453,19.244443893432617,19.245555877685547,11.645169258117676,32153490
2000-02-24,19.244443893432617,19.55555534362793,18.0222225189209,18.726665496826172,11.331197738647461,26776935
2000-02-25,19.304443359375,19.304443359375,17.799999237060547,18.003332138061523,10.893524169921875,15433560
2000-02-28,18.22222137451172,18.641111373901367,17.468887329101562,17.855554580688477,10.804104804992676,15017760
2000-02-29,18.0,18.200000762939453,16.427776336669922,16.59666633605957,10.04237174987793,58583295
2000-03-01,16.446666717529297,17.422222137451172,15.777776718139648,16.75,10.135149955749512,39355560
2000-03-02,16.91111183166504,17.333332061767578,15.875555038452148,16.102222442626953,9.743191719055176,48140865
2000-03-03,16.355554580688477,16.355554580688477,14.814443588256836,15.007777214050293,9.080960273742676,31347810
2000-03-06,15.488887786865234,16.208887100219727,15.488887786865234,16.208887100219727,9.807731628417969,21424815
2000-03-07,16.55555534362793,17.50555419921875,16.266666412353516,17.34666633605957,10.496182441711426,42953940
2000-03-08,18.22222137451172,18.73444366455078,17.333332061767578,17.945554733276367,10.858559608459473,36740205
2000-03-09,18.11111068725586,18.822221755981445,17.491111755371094,18.41555404663086,11.142948150634766,40036455
2000-03-10,18.66555404663086,19.266666412353516,18.001110076904297,18.608888626098633,11.259933471679688,30569670
2000-03-13,19.266666412353516,20.097776412963867,17.77777671813965,18.42333221435547,11.147655487060547,50532345
2000-03-14,18.333332061767578,19.511110305786133,17.577777862548828,19.08888816833496,11.550374031066895,50349870
2000-03-15,19.11111068725586,19.44444465637207,18.355554580688477,18.926666259765625,11.452218055725098,20189790
2000-03-16,19.08888816833496,19.08888816833496,17.413333892822266,17.458887100219727,10.564085960388184,21512565
2000-03-17,17.458887100219727,17.458887100219727,17.458887100219727,17.458887100219727,10.564085960388184,0
2000-03-20,17.458887100219727,17.458887100219727,17.458887100219727,17.458887100219727,10.564085960388184,0
2000-03-21,17.22222137451172,17.508888244628906,16.06222152709961,16.114444732666016,9.75058650970459,17817120
2000-03-22,16.55555534362793,17.11111068725586,16.355554580688477,16.454444885253906,9.956314086914062,20216160
2000-03-23,16.597776412963867,16.61777687072754,15.488887786865234,15.661110877990723,9.47628116607666,13446405
2000-03-24,15.822221755981445,16.288888931274414,15.822221755981445,16.031110763549805,9.700162887573242,11628765
2000-03-27,16.108888626098633,16.266666412353516,15.778887748718262,16.011110305786133,9.68805980682373,10973475
2000-03-28,16.044443130493164,16.086666107177734,15.381111145019531,15.598888397216797,9.438631057739258,17347905
2000-03-29,16.0,16.66666603088379,15.822221755981445,16.06999969482422,9.72369384765625,15639570
2000-03-30,16.219999313354492,16.75555419921875,15.800000190734863,16.003332138061523,9.683354377746582,27174420
2000-03-31,15.800000190734863,16.70777702331543,15.777776718139648,16.476665496826172,9.969759941101074,26376660
2000-04-03,16.442222595214844,17.795555114746094,16.023332595825195,17.711111068725586,10.716706275939941,77401125
2000-04-04,17.44444465637207,17.44444465637207,16.294443130493164,16.294443130493164,9.859498977661133,26158905
2000-04-05,15.11111068725586,16.44444465637207,15.001111030578613,15.527776718139648,9.39560317993164,31782105
2000-04-06,15.666666030883789,15.800000190734863,14.357776641845703,15.173333168029785,9.181134223937988,19412370
2000-04-07,15.15555477142334,16.308887481689453,15.15555477142334,16.24333381652832,9.828575134277344,48931065
2000-04-10,16.333332061767578,17.151111602783203,16.11111068725586,16.355554580688477,9.896476745605469,65756160
2000-04-11,16.135555267333984,16.177776336669922,15.622221946716309,15.933333396911621,9.640999794006348,21574395
2000-04-12,16.11111068725586,16.43555450439453,15.888888359069824,16.04111099243164,9.706212043762207,15921090
2000-04-13,15.59000015258789,15.59000015258789,15.11111068725586,15.236665725708008,9.219457626342773,18104850
2000-04-14,15.236665725708008,15.236665725708008,15.236665725708008,15.236665725708008,9.219457626342773,0
2000-04-17,15.11111068725586,15.11111068725586,14.017777442932129,14.017777442932129,8.481926918029785,14576715
2000-04-18,14.017777442932129,14.383333206176758,12.896665573120117,12.904443740844727,7.808268070220947,31004595
2000-04-19,13.755555152893066,13.755555152893066,12.399999618530273,12.937776565551758,7.82843542098999,34064820
2000-04-20,12.699999809265137,12.99888801574707,12.05888843536377,12.793333053588867,7.741035461425781,41329575
2000-04-21,12.793333053588867,12.793333053588867,12.793333053588867,12.793333053588867,7.741035461425781,0
2000-04-24,12.777776718139648,12.777776718139648,11.770000457763672,11.798888206481934,7.139314651489258,28114110
2000-04-25,11.126666069030762,11.688887596130371,10.884444236755371,11.41333293914795,6.9060187339782715,39306870
2000-04-26,11.773332595825195,12.326665878295898,11.773332595825195,12.326665878295898,7.458664894104004,13693905
2000-04-27,13.199999809265137,13.199999809265137,12.326665878295898,12.776665687561035,7.730949878692627,42644295
2000-04-28,12.777776718139648,12.997776985168457,12.466666221618652,12.648887634277344,7.653634548187256,16091325
2000-05-01,12.648887634277344,12.648887634277344,12.648887634277344,12.648887634277344,7.653634548187256,0
2000-05-02,12.55555534362793,12.755555152893066,11.666666030883789,11.732221603393555,7.098974704742432,19518795
2000-05-03,11.15555477142334,12.100000381469727,11.002222061157227,11.682222366333008,7.068721771240234,26214345
2000-05-04,11.777776718139648,12.377777099609375,11.55555534362793,12.203332901000977,7.384036064147949,23126985
2000-05-05,12.306666374206543,12.733332633972168,12.199999809265137,12.542222023010254,7.5890913009643555,28845900
2000-05-08,12.711111068725586,13.180000305175781,11.538887977600098,11.563332557678223,6.996782302856445,21826890
2000-05-09,11.251111030578613,12.022221565246582,11.11111068725586,11.757777214050293,7.114439010620117,19544895
2000-05-10,11.888888359069824,12.34333324432373,11.533332824707031,11.844444274902344,7.166878700256348,50368050
2000-05-11,11.777776718139648,12.122221946716309,11.444443702697754,11.850000381469727,7.170241832733154,25414065
2000-05-12,11.997776985168457,12.631111145019531,11.800000190734863,12.432222366333008,7.522533416748047,60344190
2000-05-15,12.266666412353516,13.11111068725586,11.911110877990723,12.898887634277344,7.804906368255615,39295890
2000-05-16,13.004444122314453,14.10666561126709,13.004444122314453,13.906665802001953,8.414693832397461,60499710
2000-05-17,14.11111068725586,14.222222328186035,13.622221946716309,13.74555492401123,8.317212104797363,54674685
2000-05-18,13.556666374206543,13.888888359069824,13.222222328186035,13.437776565551758,8.130980491638184,33660045
2000-05-19,13.267777442932129,13.822221755981445,13.224444389343262,13.75666618347168,8.323934555053711,25232940
2000-05-22,13.666666030883789,14.173333168029785,13.583333015441895,13.965555191040039,8.450329780578613,32256225
2000-05-23,14.012222290039062,14.444443702697754,13.938887596130371,14.29111099243164,8.64731502532959,34554555
2000-05-24,14.222222328186035,14.644444465637207,13.377777099609375,13.887777328491211,8.403266906738281,50074470
2000-05-25,13.644444465637207,14.866665840148926,13.644444465637207,14.545555114746094,8.801276206970215,87081570
2000-05-26,14.664443969726562,15.088888168334961,14.336666107177734,14.928888320922852,9.033226013183594,67468050
2000-05-29,14.888888359069824,15.11111068725586,14.666666030883789,14.899999618530273,9.01574420928955,35270865
2000-05-30,14.955554962158203,16.64444351196289,14.844444274902344,16.425554275512695,9.938834190368652,70961985
2000-05-31,17.11111068725586,17.53333282470703,15.755555152893066,16.12444305419922,9.756635665893555,133330680
2000-06-01,15.896665573120117,16.288888931274414,15.357776641845703,15.458888053894043,9.353918075561523,53579205
2000-06-02,15.622221946716309,15.977776527404785,15.24555492401123,15.477776527404785,9.365347862243652,55752840
2000-06-05,15.775554656982422,16.08888816833496,14.688887596130371,14.779999732971191,8.943136215209961,63830700
2000-06-06,14.688887596130371,15.107776641845703,14.44666576385498,14.84333324432373,8.981459617614746,44796780
