Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,16.0,16.799999237060547,15.9375,16.600000381469727,6.167792797088623,830820
2000-01-04,16.0,16.712499618530273,15.600000381469727,15.862500190734863,5.893771648406982,348728
2000-01-05,15.737500190734863,17.125,15.0,16.5,6.1306376457214355,659420
2000-01-06,17.125,17.825000762939453,17.125,17.825000762939453,6.6229448318481445,139700
2000-01-07,19.25,19.25,18.512500762939453,19.25,7.152410984039307,890180
2000-01-10,20.787500381469727,20.787500381469727,19.375,19.6875,7.314965724945068,1191392
2000-01-11,20.0,20.0,18.149999618530273,18.587499618530273,6.906254768371582,724084
2000-01-12,19.287500381469727,19.9375,18.3125,18.637500762939453,6.9248366355896,294780
2000-01-13,18.75,19.225000381469727,17.924999237060547,18.049999237060547,6.706547737121582,527468
2000-01-14,17.774999618530273,18.237499237060547,17.5,17.924999237060547,6.66010046005249,148564
2000-01-17,17.524999618530273,18.600000381469727,17.5,17.762500762939453,6.59972620010376,906692
2000-01-18,18.112499237060547,18.25,17.524999618530273,17.662500381469727,6.562567710876465,343444
2000-01-19,18.625,19.075000762939453,18.5,19.075000762939453,7.087388038635254,181000
2000-01-20,20.600000381469727,20.600000381469727,20.600000381469727,20.600000381469727,7.654007434844971,271096
2000-01-21,22.200000762939453,22.200000762939453,19.875,21.212499618530273,7.881585597991943,1886484
2000-01-24,21.412500381469727,21.475000381469727,19.524999618530273,19.674999237060547,7.310320854187012,727660
2000-01-25,20.700000762939453,20.700000762939453,19.512500762939453,20.274999618530273,7.533257007598877,999252
2000-01-26,20.274999618530273,20.274999618530273,20.274999618530273,20.274999618530273,7.533257007598877,0
2000-01-27,21.899999618530273,21.899999618530273,20.024999618530273,20.274999618530273,7.533257007598877,978980
2000-01-28,21.0,21.0,19.5,19.950000762939453,7.412500381469727,333164
2000-01-31,20.0,20.0,18.362499237060547,18.387500762939453,6.831945419311523,497116
2000-02-01,17.975000381469727,18.25,17.25,17.600000381469727,6.539348602294922,886004
2000-02-02,18.25,18.987499237060547,17.975000381469727,18.537500381469727,6.887678146362305,444884
2000-02-03,19.962499618530273,20.024999618530273,19.25,19.325000762939453,7.180276870727539,1277212
2000-02-04,20.0,20.0,19.149999618530273,19.475000381469727,7.2360124588012695,833452
2000-02-07,19.75,20.5,18.774999618530273,19.212499618530273,7.1384782791137695,769764
2000-02-08,18.875,19.0,18.0625,18.1875,6.757636070251465,748440
2000-02-09,18.375,19.0,18.137500762939453,18.237499237060547,6.776212215423584,321568
2000-02-10,18.299999237060547,18.5,17.625,17.799999237060547,6.613659381866455,435100
2000-02-11,18.424999237060547,18.450000762939453,17.262500762939453,17.450000762939453,6.483614444732666,329668
2000-02-14,17.950000762939453,18.0,16.5,16.875,6.269969463348389,607348
2000-02-15,16.262500762939453,16.262500762939453,15.524999618530273,15.550000190734863,5.777660846710205,1054576
2000-02-16,15.512499809265137,16.375,15.512499809265137,15.762499809265137,5.856618404388428,673876
2000-02-17,16.149999618530273,16.174999237060547,15.512499809265137,15.649999618530273,5.814816951751709,225552
2000-02-18,15.75,15.75,14.512499809265137,15.399999618530273,5.721929550170898,217172
2000-02-21,15.25,15.75,14.899999618530273,15.024999618530273,5.582597255706787,303180
2000-02-22,15.0,15.5,14.0,14.212499618530273,5.280707836151123,768220
2000-02-23,14.75,15.225000381469727,14.0625,14.762499809265137,5.485062122344971,454480
2000-02-24,14.9375,15.25,14.112500190734863,14.5,5.387529373168945,242620
2000-02-25,14.5,14.5,13.625,13.75,5.108863830566406,266340
2000-02-28,13.762499809265137,14.362500190734863,13.75,14.199999809265137,5.276064872741699,244408
2000-02-29,14.699999809265137,14.850000381469727,13.074999809265137,13.25,4.923089027404785,567696
2000-03-01,13.0,13.737500190734863,12.75,12.887499809265137,4.7884016036987305,545240
2000-03-02,13.212499618530273,13.4375,12.587499618530273,12.75,4.73730993270874,317240
2000-03-03,12.25,12.625,12.012499809265137,12.4375,4.621201038360596,102320
2000-03-06,12.75,12.75,11.449999809265137,11.449999809265137,4.254291534423828,267524
2000-03-07,10.75,11.75,10.625,10.9375,4.063869953155518,572404
2000-03-08,11.0625,11.737500190734863,10.75,10.9375,4.063869953155518,191016
2000-03-09,11.212499618530273,11.212499618530273,10.637499809265137,10.824999809265137,4.022069454193115,204860
2000-03-10,10.975000381469727,11.699999809265137,10.75,10.862500190734863,4.036004066467285,807180
2000-03-13,11.074999809265137,11.725000381469727,11.074999809265137,11.637499809265137,4.323957920074463,194160
2000-03-14,12.362500190734863,12.5,11.125,11.25,4.179981231689453,1330580
2000-03-15,11.625,12.149999618530273,11.375,11.4375,4.249647617340088,525004
2000-03-16,11.5,12.100000381469727,11.449999809265137,11.712499618530273,4.351822376251221,547900
2000-03-17,11.712499618530273,11.712499618530273,11.712499618530273,11.712499618530273,4.351822376251221,0
2000-03-20,11.712499618530273,11.712499618530273,11.712499618530273,11.712499618530273,4.351822376251221,0
2000-03-21,11.387499809265137,11.975000381469727,11.087499618530273,11.412500381469727,4.240357398986816,616304
2000-03-22,11.25,11.75,11.125,11.712499618530273,4.351822376251221,190580
2000-03-23,11.625,11.987500190734863,11.625,11.75,4.365757465362549,311728
2000-03-24,12.237500190734863,12.699999809265137,11.8125,12.675000190734863,4.709444522857666,508664
2000-03-27,12.5,12.899999618530273,12.287500381469727,12.387499809265137,4.6026225090026855,450028
2000-03-28,12.5,12.600000381469727,11.887499809265137,12.149999618530273,4.514379501342773,301220
